MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/6/2025 15:24:39,1.17.0,FR1,31,4.02,nan,1,Left,Left,1,0,0,0,nan,nan,0.37
3/6/2025 15:25:46,1.17.0,FR1,31,4.03,1,1,Pellet,Left,1,0,1,0,Timed_out,nan,nan
3/6/2025 15:26:03,1.17.0,FR1,31,4.03,nan,1,Left,Left,2,0,1,0,nan,nan,0.76
3/6/2025 15:26:06,1.17.0,FR1,31,4.02,1,1,Pellet,Left,2,0,2,0,2.65,20,nan
3/6/2025 15:27:57,1.17.0,FR1,31,4.03,nan,1,Left,Left,3,0,2,0,nan,nan,0.20
3/6/2025 15:27:57,1.17.0,FR1,31,4.02,nan,1,LeftDuringDispense,Left,4,0,2,0,nan,nan,0.03
3/6/2025 15:28:02,1.17.0,FR1,31,4.02,nan,1,LeftWithPellet,Left,5,0,2,0,nan,nan,0.05
3/6/2025 15:28:02,1.17.0,FR1,31,4.02,2,1,Pellet,Left,5,0,3,0,2.08,116,nan
3/6/2025 15:29:46,1.17.0,FR1,31,4.02,nan,1,Left,Left,6,0,3,0,nan,nan,0.09
3/6/2025 15:29:49,1.17.0,FR1,31,4.02,1,1,Pellet,Left,6,0,4,0,2.33,107,nan
3/6/2025 15:30:11,1.17.0,FR1,31,4.02,nan,1,Left,Left,7,0,4,0,nan,nan,0.02
3/6/2025 15:30:12,1.17.0,FR1,31,4.02,1,1,Pellet,Left,7,0,5,0,0.50,23,nan
3/6/2025 15:30:47,1.17.0,FR1,31,4.02,nan,1,Left,Left,8,0,5,0,nan,nan,0.45
3/6/2025 15:30:49,1.17.0,FR1,31,4.02,1,1,Pellet,Left,8,0,6,0,1.95,37,nan
3/6/2025 15:33:32,1.17.0,FR1,31,4.02,nan,1,Right,Left,8,1,6,0,nan,nan,0.37
3/6/2025 15:34:41,1.17.0,FR1,31,4.02,nan,1,Left,Left,9,1,6,0,nan,nan,0.20
3/6/2025 15:34:48,1.17.0,FR1,31,4.02,1,1,Pellet,Left,9,1,7,0,6.20,239,nan
3/6/2025 15:53:55,1.17.0,FR1,31,4.02,nan,1,Left,Left,10,1,7,0,nan,nan,0.23
3/6/2025 15:53:59,1.17.0,FR1,31,4.02,1,1,Pellet,Left,10,1,8,0,2.40,1151,nan
3/6/2025 15:54:21,1.17.0,FR1,31,4.03,nan,1,Left,Left,11,1,8,0,nan,nan,0.22
3/6/2025 15:54:24,1.17.0,FR1,31,4.02,2,1,Pellet,Left,11,1,9,0,1.95,25,nan
3/6/2025 15:54:42,1.17.0,FR1,31,4.02,nan,1,Left,Left,12,1,9,0,nan,nan,0.15
3/6/2025 15:54:43,1.17.0,FR1,31,4.02,1,1,Pellet,Left,12,1,10,0,0.44,19,nan
3/6/2025 15:55:01,1.17.0,FR1,31,4.02,nan,1,Left,Left,13,1,10,0,nan,nan,0.04
3/6/2025 15:55:03,1.17.0,FR1,31,4.02,1,1,Pellet,Left,13,1,11,0,1.00,20,nan
3/6/2025 15:55:27,1.17.0,FR1,31,4.02,nan,1,Left,Left,14,1,11,0,nan,nan,0.32
3/6/2025 15:55:28,1.17.0,FR1,31,4.02,1,1,Pellet,Left,14,1,12,0,0.37,25,nan
3/6/2025 15:55:56,1.17.0,FR1,31,4.02,nan,1,Right,Left,14,2,12,0,nan,nan,0.31
3/6/2025 16:36:18,1.17.0,FR1,31,4.02,nan,1,Left,Left,15,2,12,0,nan,nan,0.25
3/6/2025 16:36:22,1.17.0,FR1,31,4.02,1,1,Pellet,Left,15,2,13,0,3.54,2454,nan
3/6/2025 16:36:53,1.17.0,FR1,31,4.02,nan,1,Left,Left,16,2,13,0,nan,nan,0.00
3/6/2025 16:36:55,1.17.0,FR1,31,4.02,1,1,Pellet,Left,16,2,14,0,1.19,33,nan
3/6/2025 16:37:25,1.17.0,FR1,31,4.02,nan,1,Right,Left,16,3,14,0,nan,nan,0.21
3/6/2025 16:37:28,1.17.0,FR1,31,4.02,nan,1,Right,Left,16,4,14,0,nan,nan,0.32
3/6/2025 16:37:32,1.17.0,FR1,31,4.02,nan,1,Left,Left,17,4,14,0,nan,nan,0.37
3/6/2025 16:37:34,1.17.0,FR1,31,4.02,1,1,Pellet,Left,17,4,15,0,1.64,39,nan
3/6/2025 16:38:05,1.17.0,FR1,31,4.02,nan,1,Left,Left,18,4,15,0,nan,nan,0.00
3/6/2025 16:38:08,1.17.0,FR1,31,4.02,2,1,Pellet,Left,18,4,16,0,2.14,34,nan
3/6/2025 16:38:27,1.17.0,FR1,31,4.02,nan,1,Left,Left,19,4,16,0,nan,nan,0.14
3/6/2025 16:38:29,1.17.0,FR1,31,4.02,1,1,Pellet,Left,19,4,17,0,1.32,21,nan
3/6/2025 16:38:51,1.17.0,FR1,31,4.02,nan,1,Left,Left,20,4,17,0,nan,nan,0.06
3/6/2025 16:38:53,1.17.0,FR1,31,4.02,1,1,Pellet,Left,20,4,18,0,1.26,24,nan
3/6/2025 16:39:19,1.17.0,FR1,31,4.02,nan,1,Left,Left,21,4,18,0,nan,nan,0.04
3/6/2025 16:39:21,1.17.0,FR1,31,4.02,1,1,Pellet,Left,21,4,19,0,1.32,28,nan
3/6/2025 16:39:43,1.17.0,FR1,31,4.01,nan,1,Left,Left,22,4,19,0,nan,nan,0.23
3/6/2025 16:39:45,1.17.0,FR1,31,4.02,1,1,Pellet,Left,22,4,20,0,1.32,24,nan
3/6/2025 16:40:07,1.17.0,FR1,31,4.02,nan,1,Left,Left,23,4,20,0,nan,nan,0.07
3/6/2025 16:40:09,1.17.0,FR1,31,4.02,1,1,Pellet,Left,23,4,21,0,0.37,24,nan
3/6/2025 16:40:27,1.17.0,FR1,31,4.03,nan,1,Left,Left,24,4,21,0,nan,nan,0.12
3/6/2025 16:40:33,1.17.0,FR1,31,4.02,1,1,Pellet,Left,24,4,22,0,4.80,24,nan
3/6/2025 17:36:56,1.17.0,FR1,31,4.02,nan,1,Left,Left,25,4,22,0,nan,nan,0.09
3/6/2025 17:36:58,1.17.0,FR1,31,4.02,1,1,Pellet,Left,25,4,23,0,1.32,3385,nan
3/6/2025 17:37:23,1.17.0,FR1,31,4.02,nan,1,Left,Left,26,4,23,0,nan,nan,0.17
3/6/2025 17:37:26,1.17.0,FR1,31,4.02,2,1,Pellet,Left,26,4,24,0,0.88,28,nan
3/6/2025 17:37:55,1.17.0,FR1,31,4.02,nan,1,Left,Left,27,4,24,0,nan,nan,0.26
3/6/2025 17:37:56,1.17.0,FR1,31,4.02,1,1,Pellet,Left,27,4,25,0,0.88,30,nan
3/6/2025 17:38:19,1.17.0,FR1,31,4.02,nan,1,Left,Left,28,4,25,0,nan,nan,0.22
3/6/2025 17:38:21,1.17.0,FR1,31,4.03,1,1,Pellet,Left,28,4,26,0,0.82,25,nan
3/6/2025 17:38:44,1.17.0,FR1,31,4.02,nan,1,Left,Left,29,4,26,0,nan,nan,0.20
3/6/2025 17:38:46,1.17.0,FR1,31,4.02,1,1,Pellet,Left,29,4,27,0,1.26,25,nan
3/6/2025 17:39:12,1.17.0,FR1,31,4.02,nan,1,Left,Left,30,4,27,0,nan,nan,0.06
3/6/2025 17:39:13,1.17.0,FR1,31,4.02,1,1,Pellet,Left,30,4,28,0,1.01,27,nan
3/6/2025 17:39:37,1.17.0,FR1,31,4.02,nan,1,Left,Left,31,4,28,0,nan,nan,0.10
3/6/2025 17:39:38,1.17.0,FR1,31,4.02,1,1,Pellet,Left,31,4,29,0,0.88,25,nan
3/6/2025 17:39:59,1.17.0,FR1,31,4.02,nan,1,Right,Left,31,5,29,0,nan,nan,0.26
3/6/2025 18:08:41,1.17.0,FR1,31,4.01,nan,1,Left,Left,32,5,29,0,nan,nan,0.06
3/6/2025 18:08:44,1.17.0,FR1,31,4.02,1,1,Pellet,Left,32,5,30,0,1.64,1746,nan
3/6/2025 18:09:06,1.17.0,FR1,31,4.02,nan,1,Left,Left,33,5,30,0,nan,nan,0.28
3/6/2025 18:09:07,1.17.0,FR1,31,4.02,1,1,Pellet,Left,33,5,31,0,0.94,23,nan
3/6/2025 18:09:27,1.17.0,FR1,31,4.02,nan,1,Left,Left,34,5,31,0,nan,nan,0.16
3/6/2025 18:09:29,1.17.0,FR1,31,4.02,1,1,Pellet,Left,34,5,32,0,1.26,22,nan
3/6/2025 18:09:46,1.17.0,FR1,31,4.02,nan,1,Left,Left,35,5,32,0,nan,nan,0.16
3/6/2025 18:09:49,1.17.0,FR1,31,4.02,1,1,Pellet,Left,35,5,33,0,1.96,20,nan
3/6/2025 18:10:08,1.17.0,FR1,31,4.02,nan,1,Left,Left,36,5,33,0,nan,nan,0.04
3/6/2025 18:10:11,1.17.0,FR1,31,4.03,1,1,Pellet,Left,36,5,34,0,1.70,22,nan
3/6/2025 18:15:52,1.17.0,FR1,31,4.02,nan,1,Left,Left,37,5,34,0,nan,nan,0.34
3/6/2025 18:15:56,1.17.0,FR1,31,4.02,nan,1,LeftWithPellet,Left,38,5,34,0,nan,nan,0.04
3/6/2025 18:18:02,1.17.0,FR1,31,4.02,nan,1,LeftWithPellet,Left,39,5,34,0,nan,nan,0.07
3/6/2025 18:18:38,1.17.0,FR1,31,4.02,nan,1,RightWithPellet,Left,39,6,34,0,nan,nan,0.14
3/6/2025 18:18:50,1.17.0,FR1,31,4.02,nan,1,RightWithPellet,Left,39,7,34,0,nan,nan,0.11
3/6/2025 18:18:53,1.17.0,FR1,31,4.02,nan,1,RightWithPellet,Left,39,8,34,0,nan,nan,0.04
3/6/2025 18:18:55,1.17.0,FR1,31,4.02,1,1,Pellet,Left,39,8,35,0,Timed_out,524,nan
3/6/2025 18:20:15,1.17.0,FR1,31,4.02,nan,1,Left,Left,40,8,35,0,nan,nan,0.02
3/6/2025 18:21:39,1.17.0,FR1,31,4.02,1,1,Pellet,Left,40,8,36,0,Timed_out,164,nan
3/6/2025 18:25:09,1.17.0,FR1,31,4.02,nan,1,Right,Left,40,9,36,0,nan,nan,0.14
3/6/2025 18:25:59,1.17.0,FR1,31,4.02,nan,1,Right,Left,40,10,36,0,nan,nan,0.09
3/6/2025 18:28:59,1.17.0,FR1,31,4.02,nan,1,Right,Left,40,11,36,0,nan,nan,0.19
3/6/2025 18:39:16,1.17.0,FR1,31,4.02,nan,1,Left,Left,41,11,36,0,nan,nan,0.13
3/6/2025 18:39:18,1.17.0,FR1,31,4.02,1,1,Pellet,Left,41,11,37,0,1.38,1059,nan
3/6/2025 18:41:05,1.17.0,FR1,31,4.02,nan,1,Left,Left,42,11,37,0,nan,nan,0.02
3/6/2025 18:42:08,1.17.0,FR1,31,4.02,1,1,Pellet,Left,42,11,38,0,Timed_out,170,nan
3/6/2025 18:42:25,1.17.0,FR1,31,4.02,nan,1,Left,Left,43,11,38,0,nan,nan,0.15
3/6/2025 18:42:28,1.17.0,FR1,31,4.02,1,1,Pellet,Left,43,11,39,0,1.83,20,nan
3/6/2025 18:44:26,1.17.0,FR1,31,4.02,nan,1,Left,Left,44,11,39,0,nan,nan,0.18
3/6/2025 18:44:31,1.17.0,FR1,31,4.02,1,1,Pellet,Left,44,11,40,0,4.30,123,nan
3/6/2025 18:44:53,1.17.0,FR1,31,4.02,nan,1,Right,Left,44,12,40,0,nan,nan,0.05
3/6/2025 18:44:55,1.17.0,FR1,31,4.01,nan,1,Right,Left,44,13,40,0,nan,nan,0.23
