MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
5/1/2025 12:30:31,1.17.0,FR1,19,3.73,nan,1,Right,Left,0,1,0,0,nan,nan,0.00
5/1/2025 12:32:17,1.17.0,FR1,19,3.73,nan,1,Right,Left,0,2,0,0,nan,nan,0.05
5/1/2025 12:33:04,1.17.0,FR1,19,3.73,nan,1,Left,Left,1,2,0,0,nan,nan,0.03
5/1/2025 12:33:05,1.17.0,FR1,19,3.73,1,1,Pellet,Left,1,2,1,0,0.56,nan,nan
5/1/2025 12:33:32,1.17.0,FR1,19,3.73,nan,1,Left,Left,2,2,1,0,nan,nan,0.15
5/1/2025 12:33:33,1.17.0,FR1,19,3.73,1,1,Pellet,Left,2,2,2,0,0.56,28,nan
5/1/2025 12:33:54,1.17.0,FR1,19,3.73,nan,1,Left,Left,3,2,2,0,nan,nan,0.14
5/1/2025 12:33:55,1.17.0,FR1,19,3.73,1,1,Pellet,Left,3,2,3,0,0.37,22,nan
5/1/2025 14:49:13,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,3,3,0,nan,nan,0.10
5/1/2025 14:49:18,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,4,3,0,nan,nan,0.23
5/1/2025 14:49:20,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,5,3,0,nan,nan,0.29
5/1/2025 14:49:50,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,6,3,0,nan,nan,0.25
5/1/2025 14:49:51,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,7,3,0,nan,nan,0.26
5/1/2025 14:49:52,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,8,3,0,nan,nan,0.23
5/1/2025 14:49:55,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,9,3,0,nan,nan,0.36
5/1/2025 14:49:56,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,10,3,0,nan,nan,0.22
5/1/2025 14:50:00,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,11,3,0,nan,nan,0.31
5/1/2025 14:50:04,1.17.0,FR1,19,3.73,nan,1,Right,Left,3,12,3,0,nan,nan,1.20
5/1/2025 14:50:17,1.17.0,FR1,19,3.73,nan,1,Left,Left,4,12,3,0,nan,nan,0.06
5/1/2025 14:50:18,1.17.0,FR1,19,3.73,1,1,Pellet,Left,4,12,4,0,0.82,8183,nan
5/1/2025 14:50:43,1.17.0,FR1,19,3.73,nan,1,Left,Left,5,12,4,0,nan,nan,0.09
5/1/2025 14:50:44,1.17.0,FR1,19,3.73,1,1,Pellet,Left,5,12,5,0,0.25,26,nan
5/1/2025 14:51:10,1.17.0,FR1,19,3.73,nan,1,Left,Left,6,12,5,0,nan,nan,0.14
5/1/2025 14:51:11,1.17.0,FR1,19,3.73,1,1,Pellet,Left,6,12,6,0,0.25,27,nan
5/1/2025 14:51:30,1.17.0,FR1,19,3.73,nan,1,Left,Left,7,12,6,0,nan,nan,0.04
5/1/2025 14:51:31,1.17.0,FR1,19,3.73,1,1,Pellet,Left,7,12,7,0,0.44,20,nan
5/1/2025 14:51:51,1.17.0,FR1,19,3.73,nan,1,Left,Left,8,12,7,0,nan,nan,0.21
5/1/2025 14:51:52,1.17.0,FR1,19,3.73,1,1,Pellet,Left,8,12,8,0,0.12,21,nan
5/1/2025 14:52:10,1.17.0,FR1,19,3.73,nan,1,Left,Left,9,12,8,0,nan,nan,0.02
5/1/2025 14:52:11,1.17.0,FR1,19,3.73,1,1,Pellet,Left,9,12,9,0,0.12,18,nan
5/1/2025 14:52:32,1.17.0,FR1,19,3.73,nan,1,Left,Left,10,12,9,0,nan,nan,0.01
5/1/2025 14:52:33,1.17.0,FR1,19,3.73,1,1,Pellet,Left,10,12,10,0,0.12,23,nan
