MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
4/3/2025 13:44:29,1.17.0,FR1,18,4.01,nan,1,Left,Left,1,0,0,0,nan,nan,0.30
4/3/2025 13:44:31,1.17.0,FR1,18,4.02,nan,1,RightWithPellet,Left,1,1,0,0,nan,nan,0.25
4/3/2025 13:45:46,1.17.0,FR1,18,4.01,1,1,Pellet,Left,1,1,1,0,Timed_out,nan,nan
4/3/2025 13:47:24,1.17.0,FR1,18,4.01,nan,1,Left,Left,2,1,1,0,nan,nan,0.05
4/3/2025 13:47:26,1.17.0,FR1,18,4.01,1,1,Pellet,Left,2,1,2,0,1.51,101,nan
4/3/2025 13:50:28,1.17.0,FR1,18,4.01,nan,1,Left,Left,3,1,2,0,nan,nan,0.14
4/3/2025 13:50:30,1.17.0,FR1,18,4.00,1,1,Pellet,Left,3,1,3,0,1.76,184,nan
4/3/2025 13:50:58,1.17.0,FR1,18,4.00,nan,1,Left,Left,4,1,3,0,nan,nan,0.05
4/3/2025 13:50:59,1.17.0,FR1,18,4.01,1,1,Pellet,Left,4,1,4,0,0.31,29,nan
4/3/2025 13:51:01,1.17.0,FR1,18,4.01,nan,1,Left,Left,5,1,4,0,nan,nan,0.03
4/3/2025 13:51:16,1.17.0,FR1,18,4.00,1,1,Pellet,Left,5,1,5,0,14.50,17,nan
4/3/2025 13:56:43,1.17.0,FR1,18,4.01,nan,1,Left,Left,6,1,5,0,nan,nan,0.07
4/3/2025 13:56:46,1.17.0,FR1,18,4.01,2,1,Pellet,Left,6,1,6,0,0.88,330,nan
4/3/2025 13:57:21,1.17.0,FR1,18,4.00,nan,1,Left,Left,7,1,6,0,nan,nan,0.02
4/3/2025 13:57:22,1.17.0,FR1,18,4.00,1,1,Pellet,Left,7,1,7,0,0.44,36,nan
4/3/2025 13:59:03,1.17.0,FR1,18,4.01,nan,1,Left,Left,8,1,7,0,nan,nan,0.19
4/3/2025 13:59:04,1.17.0,FR1,18,4.02,1,1,Pellet,Left,8,1,8,0,0.75,102,nan
4/3/2025 15:13:43,1.17.0,FR1,18,4.00,nan,1,Left,Left,9,1,8,0,nan,nan,0.52
4/3/2025 15:13:45,1.17.0,FR1,18,4.01,1,1,Pellet,Left,9,1,9,0,1.70,4481,nan
4/3/2025 15:14:15,1.17.0,FR1,18,4.00,nan,1,Left,Left,10,1,9,0,nan,nan,0.23
4/3/2025 15:14:16,1.17.0,FR1,18,4.00,1,1,Pellet,Left,10,1,10,0,0.50,31,nan
4/3/2025 15:14:44,1.17.0,FR1,18,4.01,nan,1,Left,Left,11,1,10,0,nan,nan,0.24
4/3/2025 15:14:45,1.17.0,FR1,18,4.00,1,1,Pellet,Left,11,1,11,0,0.31,29,nan
4/3/2025 15:15:18,1.17.0,FR1,18,4.00,nan,1,Left,Left,12,1,11,0,nan,nan,0.16
4/3/2025 15:15:19,1.17.0,FR1,18,4.01,1,1,Pellet,Left,12,1,12,0,0.25,34,nan
4/3/2025 15:15:42,1.17.0,FR1,18,4.00,nan,1,Left,Left,13,1,12,0,nan,nan,0.10
4/3/2025 15:15:43,1.17.0,FR1,18,4.00,1,1,Pellet,Left,13,1,13,0,0.25,24,nan
4/3/2025 15:16:09,1.17.0,FR1,18,4.01,nan,1,Left,Left,14,1,13,0,nan,nan,0.29
4/3/2025 15:16:09,1.17.0,FR1,18,4.00,nan,1,LeftDuringDispense,Left,15,1,13,0,nan,nan,0.03
4/3/2025 15:16:12,1.17.0,FR1,18,4.00,nan,1,LeftDuringDispense,Left,16,1,13,0,nan,nan,0.11
