MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/18/2024 12:43:06,1.17.0,Bandit,0,4.2,,1,Left,Left,1,0,0,0,,,0.47
3/18/2024 13:03:45,1.17.0,Bandit,0,4.2,,1,RightWithPellet,Left,1,0,0,0,,,0.21
3/18/2024 13:14:09,1.17.0,Bandit,0,4.2,,1,LeftWithPellet,Left,1,0,0,0,,,0.52
3/18/2024 13:24:48,1.17.0,Bandit,0,4.2,,1,LeftWithPellet,Left,1,0,0,0,,,0.18
3/18/2024 13:24:49,1.17.0,Bandit,0,4.2,,1,LeftWithPellet,Left,1,0,0,0,,,0.29
3/18/2024 13:24:54,1.17.0,Bandit,0,4.2,3.0,1,Pellet,Left,1,0,1,0,Timed_out,,
3/18/2024 13:29:51,1.17.0,Bandit,0,4.2,,1,Right,Left,1,1,1,1,,,2.65
3/18/2024 13:35:42,1.17.0,Bandit,0,4.2,,1,Right,Left,1,2,1,1,,,0.03
3/18/2024 14:08:39,1.17.0,Bandit,0,4.2,,1,Right,Left,1,3,1,1,,,0.02
3/18/2024 15:12:08,1.17.0,Bandit,0,4.2,,1,Left,Left,2,3,1,1,,,0.04
3/18/2024 16:09:33,1.17.0,Bandit,0,4.19,1.0,1,Pellet,Left,2,3,2,1,Timed_out,9879.0,
3/18/2024 16:09:40,1.17.0,Bandit,0,4.19,,1,Left,Left,3,3,2,2,,,0.87
3/18/2024 17:47:05,1.17.0,Bandit,0,4.18,1.0,1,Pellet,Left,3,3,3,2,Timed_out,5852.0,
3/18/2024 18:23:57,1.17.0,Bandit,0,4.18,,1,Left,Left,4,3,3,3,,,0.02
3/18/2024 18:25:18,1.17.0,Bandit,0,4.18,2.0,1,Pellet,Left,4,3,4,3,Timed_out,2293.0,
3/18/2024 20:10:25,1.17.0,Bandit,0,4.18,,1,Left,Left,5,3,4,4,,,0.2
3/18/2024 20:10:45,1.17.0,Bandit,0,4.18,1.0,1,Pellet,Left,5,3,5,4,16.77,6327.0,
3/18/2024 21:12:23,1.17.0,Bandit,0,4.18,,1,Left,Left,6,3,5,5,,,0.02
3/18/2024 21:12:38,1.17.0,Bandit,0,4.18,1.0,1,Pellet,Left,6,3,6,5,11.11,3713.0,
3/18/2024 21:28:08,1.17.0,Bandit,0,4.18,,1,Left,Left,7,3,6,6,,,0.07
3/18/2024 21:28:19,1.17.0,Bandit,0,4.18,1.0,1,Pellet,Left,7,3,7,6,7.36,941.0,
3/18/2024 21:48:38,1.17.0,Bandit,0,4.18,,1,Left,Left,8,3,7,7,,,0.21
3/18/2024 21:49:19,1.17.0,Bandit,0,4.18,1.0,1,Pellet,Left,8,3,8,7,37.82,1260.0,
3/18/2024 21:55:17,1.17.0,Bandit,0,4.18,,1,Right,Left,8,4,8,8,,,0.01
3/18/2024 21:58:13,1.17.0,Bandit,0,4.18,,1,Right,Left,8,5,8,8,,,0.05
3/18/2024 22:10:49,1.17.0,Bandit,0,4.18,,1,Left,Left,9,5,8,8,,,0.04
3/18/2024 22:10:55,1.17.0,Bandit,0,4.18,1.0,1,Pellet,Left,9,5,9,8,2.40,1296.0,
3/18/2024 22:15:28,1.17.0,Bandit,0,4.18,,1,Right,Left,9,6,9,9,,,0.03
3/18/2024 22:18:42,1.17.0,Bandit,0,4.17,,1,Left,Left,10,6,9,9,,,0.18
3/18/2024 22:18:47,1.17.0,Bandit,0,4.18,2.0,1,Pellet,Left,10,6,10,9,2.28,472.0,
3/18/2024 22:22:01,1.17.0,Bandit,0,4.17,,1,Left,Left,11,6,10,10,,,0.09
3/18/2024 22:22:15,1.17.0,Bandit,0,4.18,1.0,1,Pellet,Left,11,6,11,10,10.73,208.0,
3/18/2024 22:25:12,1.17.0,Bandit,0,4.18,,1,Left,Left,12,6,11,11,,,0.31
3/18/2024 22:25:18,1.17.0,Bandit,0,4.18,1.0,1,Pellet,Left,12,6,12,11,3.10,183.0,
3/18/2024 22:28:14,1.17.0,Bandit,0,4.17,,1,Left,Left,13,6,12,12,,,0.04
3/18/2024 22:28:21,1.17.0,Bandit,0,4.18,1.0,1,Pellet,Left,13,6,13,12,3.36,183.0,
3/18/2024 22:29:21,1.17.0,Bandit,0,4.18,,1,Left,Left,14,6,13,13,,,0.18
3/18/2024 22:29:33,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,14,6,14,13,9.33,72.0,
3/18/2024 22:30:23,1.17.0,Bandit,0,4.18,,1,Left,Left,15,6,14,14,,,0.14
3/18/2024 22:30:33,1.17.0,Bandit,0,4.18,2.0,1,Pellet,Left,15,6,15,14,5.39,60.0,
3/18/2024 22:31:06,1.17.0,Bandit,0,4.18,,1,Left,Left,16,6,15,15,,,0.08
3/18/2024 22:31:16,1.17.0,Bandit,0,4.17,2.0,1,Pellet,Left,16,6,16,15,6.79,43.0,
3/18/2024 22:31:34,1.17.0,Bandit,0,4.18,,1,Right,Left,16,7,16,16,,,0.1
3/18/2024 22:33:22,1.17.0,Bandit,0,4.17,,1,Right,Left,16,8,16,16,,,0.01
3/18/2024 22:35:21,1.17.0,Bandit,0,4.17,,1,Left,Left,17,8,16,16,,,0.14
3/18/2024 22:35:27,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,17,8,17,16,3.17,251.0,
3/18/2024 22:37:42,1.17.0,Bandit,0,4.17,,1,Left,Left,18,8,17,17,,,0.19
3/18/2024 22:37:47,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,18,8,18,17,1.64,140.0,
3/18/2024 22:43:51,1.17.0,Bandit,0,4.16,,1,Left,Left,19,8,18,18,,,0.18
3/18/2024 22:43:56,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,19,8,19,18,2.09,369.0,
3/18/2024 22:46:12,1.17.0,Bandit,0,4.17,,1,Right,Left,19,9,19,19,,,0.04
3/18/2024 22:53:40,1.17.0,Bandit,0,4.17,,1,Right,Left,19,10,19,19,,,0.26
3/18/2024 23:01:27,1.17.0,Bandit,0,4.16,,1,Left,Left,20,10,19,19,,,0.05
3/18/2024 23:01:31,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,20,10,20,19,0.75,1055.0,
3/18/2024 23:02:30,1.17.0,Bandit,0,4.18,,1,Left,Left,21,10,20,20,,,0.21
3/18/2024 23:02:36,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,21,10,21,20,2.66,65.0,
3/18/2024 23:02:51,1.17.0,Bandit,0,4.17,,1,Left,Left,22,10,21,21,,,0.13
3/18/2024 23:02:56,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,22,10,22,21,1.77,20.0,
3/18/2024 23:03:38,1.17.0,Bandit,0,4.17,,1,Right,Left,22,11,22,22,,,0.0
3/18/2024 23:03:57,1.17.0,Bandit,0,4.18,,1,Left,Left,23,11,22,22,,,0.06
3/18/2024 23:04:03,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,23,11,23,22,2.41,67.0,
3/18/2024 23:05:00,1.17.0,Bandit,0,4.17,,1,Left,Left,24,11,23,23,,,0.14
3/18/2024 23:05:03,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,24,11,24,23,0.50,60.0,
3/18/2024 23:05:30,1.17.0,Bandit,0,4.17,,1,Left,Left,25,11,24,24,,,0.04
3/18/2024 23:05:35,1.17.0,Bandit,0,4.16,1.0,1,Pellet,Left,25,11,25,24,1.39,32.0,
3/18/2024 23:05:57,1.17.0,Bandit,0,4.17,,1,Left,Left,26,11,25,25,,,0.03
3/18/2024 23:06:01,1.17.0,Bandit,0,4.17,2.0,1,Pellet,Left,26,11,26,25,0.75,26.0,
3/18/2024 23:06:11,1.17.0,Bandit,0,4.17,,1,Right,Left,26,12,26,26,,,0.04
3/18/2024 23:07:00,1.17.0,Bandit,0,4.17,,1,Left,Left,27,12,26,26,,,0.15
3/18/2024 23:07:07,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,27,12,27,26,3.74,66.0,
3/18/2024 23:08:57,1.17.0,Bandit,0,4.17,,1,Left,Left,28,12,27,27,,,0.17
3/18/2024 23:09:02,1.17.0,Bandit,0,4.16,1.0,1,Pellet,Left,28,12,28,27,2.09,115.0,
3/18/2024 23:09:15,1.17.0,Bandit,0,4.17,,1,Left,Left,29,12,28,28,,,0.06
3/18/2024 23:09:21,1.17.0,Bandit,0,4.17,2.0,1,Pellet,Left,29,12,29,28,2.41,19.0,
3/18/2024 23:10:36,1.17.0,Bandit,0,4.16,,1,Left,Left,30,12,29,29,,,0.19
3/18/2024 23:10:41,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,30,12,30,29,1.83,80.0,
3/18/2024 23:11:08,1.17.0,Bandit,0,4.17,,1,Left,Left,31,12,30,0,,,0.03
3/18/2024 23:11:51,1.17.0,Bandit,0,4.17,,1,Left,Left,32,12,30,0,,,0.02
3/18/2024 23:12:50,1.17.0,Bandit,0,4.18,,1,Left,Left,33,12,30,0,,,0.15
3/18/2024 23:16:14,1.17.0,Bandit,0,4.17,,1,Left,Left,34,12,30,0,,,0.3
3/18/2024 23:16:28,1.17.0,Bandit,0,4.17,,1,Left,Left,35,12,30,0,,,0.09
3/18/2024 23:16:53,1.17.0,Bandit,0,4.17,,1,Left,Left,36,12,30,0,,,0.17
3/18/2024 23:17:59,1.17.0,Bandit,0,4.17,,1,Left,Left,37,12,30,0,,,0.03
3/18/2024 23:18:04,1.17.0,Bandit,0,4.18,,1,LeftinTimeOut,Left,37,12,30,0,,,
3/18/2024 23:18:08,1.17.0,Bandit,0,4.16,,1,LeftinTimeOut,Left,37,12,30,0,,,
3/18/2024 23:18:27,1.17.0,Bandit,0,4.17,,1,Left,Left,38,12,30,0,,,0.07
3/18/2024 23:22:05,1.17.0,Bandit,0,4.17,,1,Right,Left,38,13,30,0,,,0.01
3/18/2024 23:22:10,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,38,13,31,0,1.96,689.0,
3/18/2024 23:23:18,1.17.0,Bandit,0,4.17,,1,Left,Left,39,13,31,1,,,0.03
3/18/2024 23:24:14,1.17.0,Bandit,0,4.17,,1,Left,Left,40,13,31,1,,,0.05
3/18/2024 23:25:55,1.17.0,Bandit,0,4.17,,1,Left,Left,41,13,31,1,,,0.08
3/18/2024 23:32:18,1.17.0,Bandit,0,4.17,,1,Left,Left,42,13,31,1,,,0.0
3/18/2024 23:36:39,1.17.0,Bandit,0,4.17,,1,Left,Left,43,13,31,1,,,0.12
3/18/2024 23:37:15,1.17.0,Bandit,0,4.17,,1,Left,Left,44,13,31,1,,,0.02
3/18/2024 23:38:36,1.17.0,Bandit,0,4.17,,1,Right,Left,44,14,31,1,,,0.02
3/18/2024 23:38:39,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,44,14,32,1,0.37,989.0,
3/18/2024 23:39:28,1.17.0,Bandit,0,4.17,,1,Left,Left,45,14,32,2,,,0.01
3/18/2024 23:40:15,1.17.0,Bandit,0,4.17,,1,Left,Left,46,14,32,2,,,0.39
3/18/2024 23:40:52,1.17.0,Bandit,0,4.17,,1,Left,Left,47,14,32,2,,,0.06
3/18/2024 23:42:45,1.17.0,Bandit,0,4.17,,1,Left,Left,48,14,32,2,,,0.24
3/18/2024 23:43:08,1.17.0,Bandit,0,4.17,,1,Left,Left,49,14,32,2,,,0.02
3/18/2024 23:52:40,1.17.0,Bandit,0,4.17,,1,Left,Left,50,14,32,2,,,0.03
3/18/2024 23:52:43,1.17.0,Bandit,0,4.17,,1,LeftinTimeOut,Left,50,14,32,2,,,
3/18/2024 23:54:18,1.17.0,Bandit,0,4.17,,1,Right,Left,50,15,32,2,,,0.16
3/18/2024 23:54:22,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,50,15,33,2,0.88,943.0,
3/18/2024 23:55:27,1.17.0,Bandit,0,4.17,,1,Right,Left,50,16,33,3,,,0.06
3/18/2024 23:55:31,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,50,16,34,3,0.63,69.0,
3/18/2024 23:56:25,1.17.0,Bandit,0,4.17,,1,Left,Left,51,16,34,4,,,0.14
3/18/2024 23:56:44,1.17.0,Bandit,0,4.17,,1,Right,Left,51,17,34,4,,,0.12
3/18/2024 23:56:48,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,51,17,35,4,1.39,77.0,
3/18/2024 23:58:29,1.17.0,Bandit,0,4.17,,1,Left,Left,52,17,35,5,,,0.1
3/18/2024 23:58:33,1.17.0,Bandit,0,4.17,,1,LeftinTimeOut,Left,52,17,35,5,,,
3/18/2024 23:59:02,1.17.0,Bandit,0,4.17,,1,Right,Left,52,18,35,5,,,0.14
3/18/2024 23:59:07,1.17.0,Bandit,0,4.17,2.0,1,Pellet,Left,52,18,36,5,1.64,139.0,
3/18/2024 23:59:18,1.17.0,Bandit,0,4.17,,1,Right,Left,52,19,36,6,,,0.28
3/18/2024 23:59:22,1.17.0,Bandit,0,4.17,,1,RightWithPellet,Left,52,20,36,6,,,0.13
3/18/2024 23:59:23,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,52,20,37,6,2.32,16.0,
3/18/2024 23:59:41,1.17.0,Bandit,0,4.17,,1,Right,Left,52,21,37,7,,,0.0
3/18/2024 23:59:45,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,52,21,38,7,0.88,22.0,
3/19/2024 0:00:12,1.17.0,Bandit,0,4.16,,1,Right,Left,52,22,38,8,,,0.17
3/19/2024 0:00:16,1.17.0,Bandit,0,4.17,1.0,1,Pellet,Left,52,22,39,8,1.58,31.0,
3/19/2024 0:00:29,1.17.0,Bandit,0,4.17,,1,Right,Left,52,23,39,9,,,0.05
3/19/2024 0:00:33,1.17.0,Bandit,0,4.16,1.0,1,Pellet,Left,52,23,40,9,0.69,17.0,
3/19/2024 0:00:42,1.17.0,Bandit,0,4.17,,1,Right,Left,52,24,40,10,,,0.14
3/19/2024 0:00:46,1.17.0,Bandit,0,4.17,,1,RightWithPellet,Left,52,25,40,10,,,0.08
3/19/2024 0:00:48,1.17.0,Bandit,0,4.16,1.0,1,Pellet,Left,52,25,41,10,3.29,15.0,
