MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
7/10/2025 13:56:02,1.17.0,FR1,30,3.93,nan,1,Right,Left,0,1,0,0,nan,nan,0.20
7/10/2025 13:56:05,1.17.0,FR1,30,3.93,nan,1,Left,Left,1,1,0,0,nan,nan,0.04
7/10/2025 13:56:10,1.17.0,FR1,30,3.93,2,1,Pellet,Left,1,1,1,0,1.54,nan,nan
7/10/2025 13:56:33,1.17.0,FR1,30,3.93,nan,1,Right,Left,1,2,1,0,nan,nan,0.12
7/10/2025 13:57:19,1.17.0,FR1,30,3.93,nan,1,Left,Left,2,2,1,0,nan,nan,0.08
7/10/2025 13:57:53,1.17.0,FR1,30,3.93,nan,1,RightWithPellet,Left,2,3,1,0,nan,nan,0.14
7/10/2025 13:58:10,1.17.0,FR1,30,3.93,nan,1,LeftWithPellet,Left,3,3,1,0,nan,nan,0.13
7/10/2025 13:58:13,1.17.0,FR1,30,3.92,nan,1,RightWithPellet,Left,3,4,1,0,nan,nan,0.15
7/10/2025 13:58:36,1.17.0,FR1,30,3.93,nan,1,RightWithPellet,Left,3,5,1,0,nan,nan,0.10
7/10/2025 13:58:49,1.17.0,FR1,30,3.93,nan,1,RightWithPellet,Left,3,6,1,0,nan,nan,0.09
7/10/2025 13:58:52,1.17.0,FR1,30,3.93,nan,1,LeftWithPellet,Left,4,6,1,0,nan,nan,0.08
7/10/2025 13:58:54,1.17.0,FR1,30,3.92,nan,1,LeftWithPellet,Left,5,6,1,0,nan,nan,0.08
7/10/2025 13:59:33,1.17.0,FR1,30,3.93,nan,1,LeftWithPellet,Left,6,6,1,0,nan,nan,0.05
7/10/2025 14:00:01,1.17.0,FR1,30,3.93,nan,1,LeftWithPellet,Left,7,6,1,0,nan,nan,0.26
