MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/6/2025 15:29:26,1.17.0,FR1,35,4.03,nan,1,Left,Left,1,0,0,0,nan,nan,0.37
3/6/2025 15:33:12,1.17.0,FR1,35,4.04,nan,1,LeftWithPellet,Left,2,0,0,0,nan,nan,0.17
3/6/2025 15:33:13,1.17.0,FR1,35,4.03,nan,1,LeftWithPellet,Left,3,0,0,0,nan,nan,0.17
3/6/2025 15:34:14,1.17.0,FR1,35,4.03,nan,1,RightWithPellet,Left,3,1,0,0,nan,nan,0.56
3/6/2025 15:36:28,1.17.0,FR1,35,4.03,3,1,Pellet,Left,3,1,1,0,Timed_out,nan,nan
3/6/2025 15:42:05,1.17.0,FR1,35,4.03,nan,1,Left,Left,4,1,1,0,nan,nan,0.01
3/6/2025 15:42:06,1.17.0,FR1,35,4.03,nan,1,LeftDuringDispense,Left,5,1,1,0,nan,nan,0.04
3/6/2025 15:42:10,1.17.0,FR1,35,4.03,2,1,Pellet,Left,5,1,2,0,1.45,342,nan
3/6/2025 15:42:47,1.17.0,FR1,35,4.03,nan,1,Left,Left,6,1,2,0,nan,nan,0.62
3/6/2025 15:42:49,1.17.0,FR1,35,4.03,1,1,Pellet,Left,6,1,3,0,1.26,39,nan
3/6/2025 15:43:17,1.17.0,FR1,35,4.03,nan,1,Left,Left,7,1,3,0,nan,nan,0.18
3/6/2025 15:43:19,1.17.0,FR1,35,4.03,1,1,Pellet,Left,7,1,4,0,0.94,30,nan
3/6/2025 15:47:29,1.17.0,FR1,35,4.03,nan,1,Right,Left,7,2,4,0,nan,nan,0.10
3/6/2025 16:45:54,1.17.0,FR1,35,4.03,nan,1,Right,Left,7,3,4,0,nan,nan,0.01
3/6/2025 16:53:18,1.17.0,FR1,35,4.03,nan,1,Right,Left,7,4,4,0,nan,nan,0.18
3/6/2025 16:53:24,1.17.0,FR1,35,4.03,nan,1,Left,Left,8,4,4,0,nan,nan,0.20
3/6/2025 16:53:28,1.17.0,FR1,35,4.03,1,1,Pellet,Left,8,4,5,0,3.22,4209,nan
3/6/2025 16:54:00,1.17.0,FR1,35,4.03,nan,1,Left,Left,9,4,5,0,nan,nan,0.39
3/6/2025 16:54:02,1.17.0,FR1,35,4.03,1,1,Pellet,Left,9,4,6,0,1.51,34,nan
3/6/2025 16:54:42,1.17.0,FR1,35,4.03,nan,1,Left,Left,10,4,6,0,nan,nan,0.06
3/6/2025 16:54:43,1.17.0,FR1,35,4.03,nan,1,LeftDuringDispense,Left,11,4,6,0,nan,nan,0.05
3/6/2025 16:54:47,1.17.0,FR1,35,4.03,2,1,Pellet,Left,11,4,7,0,0.94,45,nan
3/6/2025 16:55:14,1.17.0,FR1,35,4.03,nan,1,Left,Left,12,4,7,0,nan,nan,0.22
3/6/2025 16:55:16,1.17.0,FR1,35,4.03,1,1,Pellet,Left,12,4,8,0,1.13,29,nan
3/6/2025 16:55:47,1.17.0,FR1,35,4.03,nan,1,Left,Left,13,4,8,0,nan,nan,0.05
