MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
5/1/2025 12:31:57,1.17.0,FR1,22,3.78,nan,1,Right,Left,0,1,0,0,nan,nan,0.09
5/1/2025 12:31:57,1.17.0,FR1,22,3.78,nan,1,Right,Left,0,2,0,0,nan,nan,0.00
5/1/2025 12:31:59,1.17.0,FR1,22,3.78,nan,1,Right,Left,0,3,0,0,nan,nan,0.18
5/1/2025 12:32:29,1.17.0,FR1,22,3.78,nan,1,Right,Left,0,4,0,0,nan,nan,0.00
5/1/2025 12:33:50,1.17.0,FR1,22,3.78,nan,1,Left,Left,1,4,0,0,nan,nan,0.43
5/1/2025 12:33:51,1.17.0,FR1,22,3.78,1,1,Pellet,Left,1,4,1,0,0.82,nan,nan
5/1/2025 12:34:20,1.17.0,FR1,22,3.78,nan,1,Right,Left,1,5,1,0,nan,nan,0.82
5/1/2025 12:34:23,1.17.0,FR1,22,3.78,nan,1,Right,Left,1,6,1,0,nan,nan,0.27
5/1/2025 12:34:25,1.17.0,FR1,22,3.78,nan,1,Right,Left,1,7,1,0,nan,nan,0.21
5/1/2025 12:34:55,1.17.0,FR1,22,3.78,nan,1,Left,Left,2,7,1,0,nan,nan,0.08
5/1/2025 12:34:57,1.17.0,FR1,22,3.78,1,1,Pellet,Left,2,7,2,0,0.94,66,nan
5/1/2025 12:35:17,1.17.0,FR1,22,3.78,nan,1,Left,Left,3,7,2,0,nan,nan,0.04
5/1/2025 12:35:19,1.17.0,FR1,22,3.78,1,1,Pellet,Left,3,7,3,0,0.63,22,nan
5/1/2025 12:37:25,1.17.0,FR1,22,3.78,nan,1,Left,Left,4,7,3,0,nan,nan,0.06
5/1/2025 12:37:26,1.17.0,FR1,22,3.78,1,1,Pellet,Left,4,7,4,0,0.81,127,nan
5/1/2025 12:37:58,1.17.0,FR1,22,3.78,nan,1,Right,Left,4,8,4,0,nan,nan,0.17
5/1/2025 14:37:02,1.17.0,FR1,22,3.78,nan,1,Left,Left,5,8,4,0,nan,nan,0.21
5/1/2025 14:37:04,1.17.0,FR1,22,3.77,1,1,Pellet,Left,5,8,5,0,1.32,7178,nan
5/1/2025 14:37:26,1.17.0,FR1,22,3.78,nan,1,Left,Left,6,8,5,0,nan,nan,0.25
5/1/2025 14:37:27,1.17.0,FR1,22,3.77,1,1,Pellet,Left,6,8,6,0,0.56,23,nan
5/1/2025 14:37:41,1.17.0,FR1,22,3.77,nan,1,Left,Left,7,8,6,0,nan,nan,0.11
5/1/2025 14:37:42,1.17.0,FR1,22,3.77,1,1,Pellet,Left,7,8,7,0,0.25,15,nan
5/1/2025 14:37:57,1.17.0,FR1,22,3.78,nan,1,Left,Left,8,8,7,0,nan,nan,0.35
5/1/2025 14:37:58,1.17.0,FR1,22,3.77,1,1,Pellet,Left,8,8,8,0,0.50,16,nan
5/1/2025 14:38:17,1.17.0,FR1,22,3.78,nan,1,Left,Left,9,8,8,0,nan,nan,0.06
5/1/2025 14:38:20,1.17.0,FR1,22,3.78,1,1,Pellet,Left,9,8,9,0,1.64,22,nan
5/1/2025 14:38:35,1.17.0,FR1,22,3.78,nan,1,Left,Left,10,8,9,0,nan,nan,0.56
5/1/2025 14:38:36,1.17.0,FR1,22,3.77,1,1,Pellet,Left,10,8,10,0,0.31,16,nan
5/1/2025 14:38:54,1.17.0,FR1,22,3.78,nan,1,Left,Left,11,8,10,0,nan,nan,0.22
5/1/2025 14:38:55,1.17.0,FR1,22,3.78,2,1,Pellet,Left,11,8,11,0,0.31,19,nan
5/1/2025 14:39:07,1.17.0,FR1,22,3.77,nan,1,Left,Left,12,8,11,0,nan,nan,0.03
5/1/2025 14:39:09,1.17.0,FR1,22,3.77,1,1,Pellet,Left,12,8,12,0,1.00,14,nan
5/1/2025 16:04:09,1.17.0,FR1,22,3.77,nan,1,Left,Left,13,8,12,0,nan,nan,0.00
5/1/2025 16:04:11,1.17.0,FR1,22,3.77,1,1,Pellet,Left,13,8,13,0,1.13,5102,nan
5/1/2025 16:04:34,1.17.0,FR1,22,3.77,nan,1,Left,Left,14,8,13,0,nan,nan,0.28
5/1/2025 16:04:35,1.17.0,FR1,22,3.77,1,1,Pellet,Left,14,8,14,0,0.50,24,nan
5/1/2025 16:04:52,1.17.0,FR1,22,3.77,nan,1,Left,Left,15,8,14,0,nan,nan,0.18
5/1/2025 16:04:53,1.17.0,FR1,22,3.77,1,1,Pellet,Left,15,8,15,0,0.69,18,nan
5/1/2025 16:05:09,1.17.0,FR1,22,3.77,nan,1,Left,Left,16,8,15,0,nan,nan,0.09
5/1/2025 16:05:09,1.17.0,FR1,22,3.77,nan,1,LeftDuringDispense,Left,17,8,15,0,nan,nan,0.02
5/1/2025 16:05:14,1.17.0,FR1,22,3.77,2,1,Pellet,Left,17,8,16,0,1.57,21,nan
5/1/2025 16:05:32,1.17.0,FR1,22,3.77,nan,1,Left,Left,18,8,16,0,nan,nan,0.00
5/1/2025 16:05:33,1.17.0,FR1,22,3.77,1,1,Pellet,Left,18,8,17,0,0.50,19,nan
5/1/2025 16:05:49,1.17.0,FR1,22,3.77,nan,1,Left,Left,19,8,17,0,nan,nan,0.18
5/1/2025 16:05:50,1.17.0,FR1,22,3.77,1,1,Pellet,Left,19,8,18,0,0.25,17,nan
5/1/2025 16:06:10,1.17.0,FR1,22,3.77,nan,1,Left,Left,20,8,18,0,nan,nan,0.26
5/1/2025 16:06:11,1.17.0,FR1,22,3.77,1,1,Pellet,Left,20,8,19,0,0.31,21,nan
5/1/2025 16:06:25,1.17.0,FR1,22,3.77,nan,1,Left,Left,21,8,19,0,nan,nan,0.11
5/1/2025 16:06:27,1.17.0,FR1,22,3.77,1,1,Pellet,Left,21,8,20,0,1.00,16,nan
5/1/2025 16:06:45,1.17.0,FR1,22,3.77,nan,1,Left,Left,22,8,20,0,nan,nan,0.11
5/1/2025 16:06:47,1.17.0,FR1,22,3.78,1,1,Pellet,Left,22,8,21,0,0.31,20,nan
5/1/2025 16:07:07,1.17.0,FR1,22,3.77,nan,1,Left,Left,23,8,21,0,nan,nan,0.22
5/1/2025 16:07:08,1.17.0,FR1,22,3.77,1,1,Pellet,Left,23,8,22,0,0.44,21,nan
5/1/2025 16:07:27,1.17.0,FR1,22,3.77,nan,1,Left,Left,24,8,22,0,nan,nan,0.11
5/1/2025 16:07:28,1.17.0,FR1,22,3.77,1,1,Pellet,Left,24,8,23,0,0.37,20,nan
5/1/2025 17:08:05,1.17.0,FR1,22,3.77,nan,1,Right,Left,24,9,23,0,nan,nan,0.21
5/1/2025 17:08:07,1.17.0,FR1,22,3.77,nan,1,Right,Left,24,10,23,0,nan,nan,0.07
5/1/2025 17:08:08,1.17.0,FR1,22,3.77,nan,1,Right,Left,24,11,23,0,nan,nan,0.16
5/1/2025 17:08:10,1.17.0,FR1,22,3.77,nan,1,Right,Left,24,12,23,0,nan,nan,0.31
5/1/2025 17:08:10,1.17.0,FR1,22,3.76,nan,1,Right,Left,24,13,23,0,nan,nan,0.00
5/1/2025 17:08:12,1.17.0,FR1,22,3.76,nan,1,Right,Left,24,14,23,0,nan,nan,0.28
5/1/2025 17:08:12,1.17.0,FR1,22,3.76,nan,1,Right,Left,24,15,23,0,nan,nan,0.22
5/1/2025 17:08:14,1.17.0,FR1,22,3.77,nan,1,Right,Left,24,16,23,0,nan,nan,0.18
5/1/2025 17:08:16,1.17.0,FR1,22,3.77,nan,1,Left,Left,25,16,23,0,nan,nan,0.25
5/1/2025 17:08:17,1.17.0,FR1,22,3.77,1,1,Pellet,Left,25,16,24,0,1.20,3649,nan
5/1/2025 17:08:41,1.17.0,FR1,22,3.76,nan,1,Right,Left,25,17,24,0,nan,nan,0.14
5/1/2025 17:08:43,1.17.0,FR1,22,3.77,nan,1,Right,Left,25,18,24,0,nan,nan,0.38
5/1/2025 17:08:45,1.17.0,FR1,22,3.77,nan,1,Right,Left,25,19,24,0,nan,nan,0.50
5/1/2025 17:08:47,1.17.0,FR1,22,3.76,nan,1,Right,Left,25,20,24,0,nan,nan,0.24
5/1/2025 17:08:49,1.17.0,FR1,22,3.77,nan,1,Right,Left,25,21,24,0,nan,nan,0.25
5/1/2025 17:08:51,1.17.0,FR1,22,3.77,nan,1,Right,Left,25,22,24,0,nan,nan,0.30
5/1/2025 17:08:54,1.17.0,FR1,22,3.76,nan,1,Right,Left,25,23,24,0,nan,nan,0.23
5/1/2025 17:09:25,1.17.0,FR1,22,3.77,nan,1,Left,Left,26,23,24,0,nan,nan,0.21
5/1/2025 17:09:26,1.17.0,FR1,22,3.77,1,1,Pellet,Left,26,23,25,0,0.50,69,nan
5/1/2025 17:09:44,1.17.0,FR1,22,3.77,nan,1,Left,Left,27,23,25,0,nan,nan,0.25
5/1/2025 17:09:45,1.17.0,FR1,22,3.77,1,1,Pellet,Left,27,23,26,0,0.25,19,nan
