MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/6/2025 15:22:35,1.17.0,FR1,19,3.96,nan,1,Left,Left,1,0,0,0,nan,nan,0.36
3/6/2025 15:23:07,1.17.0,FR1,19,3.98,nan,1,RightWithPellet,Left,1,1,0,0,nan,nan,0.01
3/6/2025 15:26:22,1.17.0,FR1,19,3.98,nan,1,RightWithPellet,Left,1,2,0,0,nan,nan,0.10
3/6/2025 15:26:25,1.17.0,FR1,19,3.98,nan,1,RightWithPellet,Left,1,3,0,0,nan,nan,0.23
3/6/2025 15:27:33,1.17.0,FR1,19,3.98,1,1,Pellet,Left,1,3,1,0,Timed_out,nan,nan
3/6/2025 15:32:38,1.17.0,FR1,19,3.97,nan,1,Right,Left,1,4,1,0,nan,nan,0.22
3/6/2025 15:32:40,1.17.0,FR1,19,3.98,nan,1,Right,Left,1,5,1,0,nan,nan,0.21
3/6/2025 15:32:42,1.17.0,FR1,19,3.97,nan,1,Right,Left,1,6,1,0,nan,nan,0.12
3/6/2025 15:32:47,1.17.0,FR1,19,3.96,nan,1,Left,Left,2,6,1,0,nan,nan,1.87
3/6/2025 15:32:48,1.17.0,FR1,19,3.97,1,1,Pellet,Left,2,6,2,0,0.69,315,nan
3/6/2025 15:33:28,1.17.0,FR1,19,3.98,nan,1,Right,Left,2,7,2,0,nan,nan,0.49
3/6/2025 15:33:46,1.17.0,FR1,19,3.98,nan,1,Right,Left,2,8,2,0,nan,nan,0.08
3/6/2025 15:33:50,1.17.0,FR1,19,3.97,nan,1,Right,Left,2,9,2,0,nan,nan,0.26
3/6/2025 15:34:25,1.17.0,FR1,19,3.96,nan,1,Right,Left,2,10,2,0,nan,nan,0.16
3/6/2025 15:35:31,1.17.0,FR1,19,3.97,nan,1,Right,Left,2,11,2,0,nan,nan,0.22
3/6/2025 15:35:32,1.17.0,FR1,19,3.98,nan,1,Right,Left,2,12,2,0,nan,nan,0.10
3/6/2025 15:36:52,1.17.0,FR1,19,3.98,nan,1,Right,Left,2,13,2,0,nan,nan,0.15
3/6/2025 15:36:53,1.17.0,FR1,19,3.97,nan,1,Right,Left,2,14,2,0,nan,nan,0.24
3/6/2025 15:36:56,1.17.0,FR1,19,3.98,nan,1,Left,Left,3,14,2,0,nan,nan,0.35
3/6/2025 15:36:58,1.17.0,FR1,19,3.98,1,1,Pellet,Left,3,14,3,0,1.38,250,nan
3/6/2025 15:37:22,1.17.0,FR1,19,3.97,nan,1,Right,Left,3,15,3,0,nan,nan,0.13
3/6/2025 15:37:24,1.17.0,FR1,19,3.96,nan,1,Right,Left,3,16,3,0,nan,nan,0.24
